course_code,course_title,credits_count,description,requisites,time_and_place_list,location,honors,core
MTH-0153,Intermediate Algebra,3,"A course designed to prepare students for Core Curriculum or major field math courses. Topics include solving and graphing linear equations and inequalities, writing equations of lines and interpreting important characteristics of linear equations, solving systems of linear equations and inequalities, and solving quadratic equations. Intermediate Algebra does not satisfy any college math requirements; credit does not apply toward minimum hours required for graduation.",None,"Fall Semester, Each Year",Main Campus,0,1
MTH-1000,Psychology Pre-Requisite,0,Psychology prerequisite met; not available for enrollment.,None,"","Main Campus, Online",0,0
MTH-1003,Intro to Statistics,3,"This course is intended to give students an understanding of basic statistical concepts and to help them to become critical readers of quantitative information. It focuses on methods of collecting, organizing, analyzing, and interpreting data. Meets the Mathematics requirement of the Core Curriculum.","Minimum ACT math score of 19, or minimum SAT math score of 510, or CLT math score of at least 18, or MTH 0153 - Must be taken either prior to or at the same time as this course.","Main Campus, Fall and Spring, Each Year, Online, Fall B, Summer B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Atlantic Shores Christian Scho, Providence Classical Christian, Academy of Classical Christian",0,1
MTH-1113,College Algebra,3,"This course is intended to give students the mathematical tools and problem-solving thinking skills to operate successfully in both everyday life and possible future courses. Topics include solving equations and systems of equations, functions and graphing, inequalities, logarithms, exponentials, sequences, and series. An emphasis is placed on applied problems in physical, life, and social sciences. Meets the Mathematics requirement of the Core Curriculum.","Minimum ACT math score of 19, or minimum SAT Math score of 510, or CLT math score of at least 18, or MTH 0153 (or higher) - Must be taken either prior to or at the same time as this course.","Main Campus, Fall and Spring, Each Year, Online, Spring A, Summer B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Arkansas Baptist School System, Providence Classical Christian, Crossing Christian School, Life Way Christian School, Summit Christian Academy, Oklahoma Christian School, Trinity Christian Academy, Little Rock Christian Academy, Legacy Christian Academy, Metro Christian Academy, Academy of Classical Christian",0,1
MTH-1113T,College Algebra,3,Used for transfer credit purposes only; not available for enrollment.,None,Main Campus,Main Campus,0,0
MTH-1122,Trigonometry,2,"This course is an introduction to the foundations and applications of trigonometry. Topics include trigonometric ratios, graphing trigonometric functions, using and proving trigonometric identities, solving trigonometric equations, solving and interpreting application problems that can be modeled by trigonometric equations, and solutions of triangles.","Minimum ACT math score of 19, or minimum SAT math score of 510, or CLT math score of at least 18, or MTH 0153 (or higher) - Must be taken either prior to or at the same time as this course.","Fall Semester, Each Year",Main Campus,0,0
MTH-1153,Linear Algebra,3,"Topics include solving linear equations, systems of linear equations, matrix reduction, determinants, Cramer's rule, and an introduction to vector spaces. An emphasis is placed on solving problems through computer programming.","Minimum ACT math score of 19, or minimum SAT math score of 510, or CLT math score of at least 18, or MTH 0153 (or higher); College Algebra is recommended - Must be taken either prior to or at the same time as this course.","Spring Semester, Each Year",Main Campus,0,0
MTH-1163,Calculus I,3,A study of the foundational principles of differential and integral calculus with a strong emphasis on applications to science and engineering. Meets the Mathematics requirement of the Core Curriculum.,"Minimum ACT math score of 24, or minimum SAT math score of 580, or CLT math score of at least 21, or MTH 1113 - Must be completed prior to taking this course.","Main Campus, Fall and Spring, Each Year",Main Campus,0,1
MTH-1173,Calculus II,3,"A continuation of MTH 1163 that covers the following topics: special functions (logarithmic, exponential, trigonometric, and hyperbolic), common techniques of integration, and approximations of sums by integrals and of functions by Taylor polynomials. Applications to science, probability theory, and engineering are emphasized.","Minimum ACT math score of 24, or minimum SAT math score of 580. or CLT math score of at least 21, or MTH 1113 and MTH 1122 - Must be completed prior to taking this course., MTH 1163 - Must be completed prior to taking this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,0
MTH-2103,Appl Statistics for Scientists,3,"A study of the essential statistical techniques needed to analyze quantitative data in the context of applications to various scientific fields. Topics include descriptive statistics, probability distributions, sampling techniques, hypothesis testing (t-tests, z-tests, chi-square tests, and ANOVA), correlation, and regression. Meets the Mathematics requirement of the Core Curriculum.","Minimum ACT math score of 23, or minimum SAT math score of 560, or CLT math score of at least 20, or MTH 1113 - Must be taken either prior to or at the same time as this course.","Spring Semester, Each Year",Main Campus,0,1
