course_code,course_title,credits_count,description,requisites,time_and_place_list,location,honors,core
ART-3713,Screenwriting Abroad,3,"In the context of a study abroad program, an examination of dramatic writing for film with the societal influences of writing in a host country. This course utilizes exercises in dramatic writing: theme, plot, character, dialogue, and images as well as analysis of award-winning screenplays and their cinematic rendering. Integration of these elements into scenes and sequences with expected outcome of a finished short form narrative screenplay expressed in professional screenplay format.",None,"Summer, Each Year",Main Campus,0,0
ART-3723,Film Abroad,3,"In the context of a study abroad program, an exploration of various facets of the field of Film within the dynamics of working in a host country. Course work will focus on one or more topics including: narrative filmmaking, non-fiction filmmaking, and business of cinema. Planned interaction with the local community (including guest lecturers and practitioners) will be in integral part of the theoretical and practical hands-on training. An additional fee may be associated with this course.",ART 2123 - Must be completed prior to taking this course.,"Summer, Each Year",Main Campus,0,0
ART-3881,Selected Topics,1,Study of a topic not directly addressed in the regular curriculum. Topics are chosen according to student need and departmental specialties. May be repeated for credit when content differs.,None,Upon Sufficient Request,"Main Campus, Off-Campus",0,0
ART-3882,Selected Topics,2,Study of a topic not directly addressed in the regular curriculum. Topics are chosen according to student need and departmental specialties. May be repeated for credit when content differs.,None,Upon Sufficient Request,Main Campus,0,0
ART-3883,Selected Topics,3,Study of a topic not directly addressed in the regular curriculum. Topics are chosen according to student need and departmental specialties. May be repeated for credit when content differs.,None,Upon Sufficient Request,"Main Campus, Online, Lakeside Manor, Off-Campus",0,0
ART-4103,Portfolio & Presentation,3,"Practical business aspects of the professions of graphic design, illustration, photography, visual effects and digital media, including development of a free-lance business, interviewing for jobs, portfolio development, and self-promotion.",Senior standing - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
ART-4113,Visual FX 1,3,"An advanced class in visual effects workflow, practices and tool sets. Students can expect significant project-based learning in rotoscoping, point, planar and 3D motion tracking, as well as compositing techniques. Additionally, students will develop the necessary skill of assessing footage to determine the most efficient and thereby most cost-effective methods. An additional fee may be associated with this course.",ART 3503 - Must be completed prior to taking this course.,"Main Campus, Fall Semester, Even Year",Main Campus,0,0
ART-4121,Visual Art Practicum,1,45 Hours of studio/lab assistance per credit hour in one of the Visual Art studios or labs. Students will work under the direct supervision of a faculty member in providing help with the operation and maintenance of a classroom lab or studio space. May be repeated for credit.,None,"Fall and Spring, Each Year",Main Campus,0,0
ART-4122,Visual Art Practicum,2,45 Hours of studio/lab assistance per credit hour in one of the Visual Art studios or labs. Students will work under the direct supervision of a faculty member in providing help with the operation and maintenance of a classroom lab or studio space. May be repeated for credit.,None,"Fall and Spring, Each Year",Main Campus,0,0
ART-4133,Fine Art Photography,3,"An exploration of artistic expression through both traditional and digital imaging techniques. The course focuses on conceptual and interpretive photography and incorporates a critical, evaluative component that expands and informs the students' understanding of photography as a fine art, past and present. An additional fee may be associated with this course.",ART 2413 and ART 3473 - Must be completed prior to taking this course.,"Spring Semester, Odd Year","Main Campus, Online, Lakeside Manor, Off-Campus",0,0
